Duplicate : 我們  map[key]= we  value= us
Duplicate : 聖  map[key]= st.  value= saint
Duplicate : 嗯  map[key]= hmm  value= hmmm
Duplicate : 設備  map[key]= equipment  value= device
Duplicate : 旅程  map[key]= trip  value= journey
Duplicate : 適合  map[key]= fit  value= fits
Duplicate : 討論  map[key]= discuss  value= discussed
Duplicate : 搜索  map[key]= search  value= searching
Duplicate : 飛  map[key]= fly  value= flew
Duplicate : 通道  map[key]= channel  value= aisle
Duplicate : 女兒  map[key]= daughter  value= daughters
Duplicate : 克里斯  map[key]= chris  value= cris
Duplicate : 建議  map[key]= suggest  value= proposal
Duplicate : 鄰居  map[key]= neighbor  value= neighbors
Duplicate : 安排  map[key]= arranged  value= arrange
Duplicate : 保護  map[key]= protect  value= protected
Duplicate : 慶祝  map[key]= celebrate  value= celebrating
Duplicate : 黑暗  map[key]= dark  value= darkness
Duplicate : 暴力  map[key]= violence  value= violent
Duplicate : 該死  map[key]= goddamn  value= dammit
Duplicate : 提醒  map[key]= remind  value= reminded
Duplicate : 情緒  map[key]= mood  value= emotions
Duplicate : 英鎊  map[key]= pounds  value= pound
Duplicate : 設計  map[key]= design  value= designed
Duplicate : 屁股  map[key]= ass  value= bum
Duplicate : 緊張  map[key]= nervous  value= tension
Duplicate : 穩定  map[key]= stable  value= steady
Duplicate : 提供  map[key]= offer  value= provide
Duplicate : 與此同時  map[key]= meantime  value= meanwhile
Duplicate : 芯片  map[key]= chip  value= chips
Duplicate : 度  map[key]= degree  value= degrees
Duplicate : 信心  map[key]= confidence  value= confident
Duplicate : 勝利  map[key]= winning  value= victory
Duplicate : 天使  map[key]= angel  value= angels
Duplicate : 建議  map[key]= suggest  value= suggested
Duplicate : 最好的  map[key]= best  value= finest
Duplicate : 發生  map[key]= happened  value= occurred
Duplicate : 繼續  map[key]= continue  value= proceed
Duplicate : 憂慮  map[key]= concern  value= worries
Duplicate : 拒絕  map[key]= refuse  value= refused
Duplicate : 爬行  map[key]= creep  value= crawl
Duplicate : 結果  map[key]= results  value= result
Duplicate : 犯罪  map[key]= crime  value= crimes
Duplicate : 記憶  map[key]= memory  value= remembering
Duplicate : 困擾  map[key]= bothering  value= bothered
Duplicate : 收集  map[key]= collect  value= gather
Duplicate : 牛仔  map[key]= jean  value= cowboy
Duplicate : 想像  map[key]= imagine  value= imagined
Duplicate : 支持  map[key]= support  value= supportive
Duplicate : 耶  map[key]= yeah  value= yay
Duplicate : 避免  map[key]= avoid  value= avoiding
Duplicate : 哦  map[key]= oh  value= oooh
Duplicate : 急  map[key]= emergency  value= urgent
Duplicate : 噓  map[key]= uhh  value= shhh
Duplicate : 假  map[key]= fake  value= phony
Duplicate : 加盟  map[key]= joined  value= joining
Duplicate : 學校  map[key]= school  value= schools
Duplicate : 響應  map[key]= response  value= respond
Duplicate : 懲罰  map[key]= punishment  value= punish
Duplicate : 跳  map[key]= jump  value= hop
Duplicate : 你  map[key]= you  value= thou
Duplicate : 錯誤  map[key]= mistake  value= bugs
Duplicate : 求  map[key]= beg  value= begged
Duplicate : 絕對  map[key]= absolutely  value= absolute
Duplicate : 值得  map[key]= worth  value= worthy
Duplicate : 服務  map[key]= service  value= serving
Duplicate : 檢查  map[key]= checked  value= checks
Duplicate : 故事  map[key]= story  value= tale
Duplicate : 物理  map[key]= physical  value= physically
Duplicate : 說明  map[key]= explain  value= instructions
Duplicate : 打擊  map[key]= blow  value= blows
Duplicate : 苦  map[key]= suffer  value= bitter
Duplicate : 測試  map[key]= test  value= tested
Duplicate : 建議  map[key]= suggest  value= suggestion
Duplicate : 教訓  map[key]= lesson  value= lessons
Duplicate : 雙胞胎  map[key]= twins  value= twin
Duplicate : 測試  map[key]= test  value= testing
Duplicate : 該死的  map[key]= damn  value= damnit
Duplicate : 說明  map[key]= explain  value= explains
Duplicate : 克里斯蒂娜  map[key]= kristina  value= christina
Duplicate : 法庭  map[key]= court  value= courtroom
Duplicate : 天才  map[key]= genius  value= talented
Duplicate : 聰明  map[key]= clever  value= smarter
Duplicate : 錯  map[key]= wrong  value= mistaken
Duplicate : 意大利  map[key]= italian  value= italy
Duplicate : 持有  map[key]= hold  value= holds
Duplicate : 洛杉磯  map[key]= los  value= angeles
Duplicate : 牧師  map[key]= priest  value= reverend
Duplicate : 幸福  map[key]= happiness  value= blessed
Duplicate : 混蛋  map[key]= bastard  value= bastards
Duplicate : 加拿大  map[key]= canada  value= canadian
Duplicate : 膝蓋  map[key]= knees  value= knee
Duplicate : 妻子  map[key]= wife  value= wives
Duplicate : 聲音  map[key]= sound  value= voices
Duplicate : 恐慌  map[key]= panic  value= scares
Duplicate : 效果  map[key]= effect  value= effects
Duplicate : 滑  map[key]= slip  value= slide
Duplicate : 破壞  map[key]= destroy  value= ruining
Duplicate : 最近  map[key]= lately  value= recent
Duplicate : 填充  map[key]= filled  value= filling
Duplicate : 貓  map[key]= cat  value= cats
Duplicate : 證明  map[key]= prove  value= proves
Duplicate : 停  map[key]= stopped  value= parked
Duplicate : 喬  map[key]= joe  value= jo
Duplicate : 例  map[key]= example  value= instance
Duplicate : 政治  map[key]= political  value= politics
Duplicate : 邪惡  map[key]= evil  value= wicked
Duplicate : 只  map[key]= only  value= merely
Duplicate : 顏色  map[key]= color  value= colors
Duplicate : 祈禱  map[key]= pray  value= prayer
Duplicate : 費用  map[key]= cost  value= costs
Duplicate : 小雞  map[key]= chick  value= chicks
Duplicate : 背叛  map[key]= betrayed  value= betray
Duplicate : 開始  map[key]= start  value= begins
Duplicate : 安排  map[key]= arranged  value= arrangement
Duplicate : 騙局  map[key]= scam  value= fraud
Duplicate : 表  map[key]= table  value= tables
Duplicate : 丸  map[key]= pills  value= pill
Duplicate : 表達  map[key]= express  value= expression
Duplicate : 支付  map[key]= paid  value= pays
Duplicate : 相當  map[key]= quite  value= fairly
Duplicate : 到達  map[key]= reach  value= arrive
Duplicate : 儘管  map[key]= despite  value= spite
Duplicate : 玫瑰  map[key]= rose  value= roses
Duplicate : 灰  map[key]= ash  value= grey
Duplicate : 描述  map[key]= describe  value= description
Duplicate : 子彈  map[key]= bullet  value= bullets
Duplicate : 成人  map[key]= adult  value= adults
Duplicate : 腳趾  map[key]= toes  value= toe
Duplicate : 港  map[key]= port  value= harbor
Duplicate : 借  map[key]= borrow  value= borrowed
Duplicate : 玩具  map[key]= toy  value= toys
Duplicate : 狀態  map[key]= state  value= status
Duplicate : 詩  map[key]= poetry  value= poem
Duplicate : 會議  map[key]= meeting  value= meetings
Duplicate : 便利  map[key]= handy  value= convenient
Duplicate : 旅遊  map[key]= travel  value= traveling
Duplicate : 鋪設  map[key]= lay  value= laying
Duplicate : 堅持  map[key]= stuck  value= insisted
Duplicate : 銷售  map[key]= selling  value= sales
Duplicate : 瑪麗  map[key]= mary  value= marie
Duplicate : 車輪  map[key]= wheel  value= wheels
Duplicate : 證明  map[key]= prove  value= proven
Duplicate : 母親  map[key]= mother  value= mothers
Duplicate : 拒絕  map[key]= refuse  value= denial
Duplicate : 孔  map[key]= hole  value= holes
Duplicate : 行為  map[key]= behavior  value= acts
Duplicate : 任何  map[key]= any  value= whatsoever
Duplicate : 證明  map[key]= prove  value= proved
Duplicate : 面對  map[key]= face  value= faced
Duplicate : 發現  map[key]= find  value= discover
Duplicate : 凱瑟琳  map[key]= katherine  value= catherine
Duplicate : 出租車  map[key]= cab  value= taxi
Duplicate : 推  map[key]= push  value= shove
Duplicate : 白痴  map[key]= idiot  value= moron
Duplicate : 範圍  map[key]= range  value= limits
Duplicate : 灰  map[key]= ash  value= gray
Duplicate : 貓  map[key]= cat  value= pussy
Duplicate : 針  map[key]= pin  value= needle
Duplicate : 瞬間  map[key]= moments  value= instant
Duplicate : 形式  map[key]= form  value= forms
Duplicate : 恢復  map[key]= recovery  value= recover
Duplicate : 失敗者  map[key]= loser  value= losers
Duplicate : 拆除  map[key]= remove  value= removed
Duplicate : 天堂  map[key]= heaven  value= paradise
Duplicate : 你的  map[key]= your  value= thy
Duplicate : 教師  map[key]= teacher  value= teachers
Duplicate : 片  map[key]= piece  value= sheet
Duplicate : 接受  map[key]= accept  value= receive
Duplicate : 精神  map[key]= spirit  value= psychic
Duplicate : 否認  map[key]= deny  value= denied
Duplicate : 兔子  map[key]= bunny  value= rabbit
Duplicate : 判斷  map[key]= judgment  value= judging
Duplicate : 代表  map[key]= represent  value= behalf
Duplicate : 醒來  map[key]= wake  value= waking
Duplicate : 尋找  map[key]= looking  value= seek
Duplicate : 主題  map[key]= subject  value= theme
Duplicate : 表  map[key]= table  value= sheets
Duplicate : 人員  map[key]= officers  value= personnel
Duplicate : 噸  map[key]= ton  value= tons
Duplicate : 發射  map[key]= fired  value= launch
Duplicate : 本能  map[key]= instincts  value= instinct
Duplicate : 更大  map[key]= bigger  value= greater
Duplicate : 完成  map[key]= complete  value= accomplished
Duplicate : 撞  map[key]= hit  value= bump
Duplicate : 需要  map[key]= need  value= needing
Duplicate : 聯邦調查局  map[key]= fbi  value= feds
Duplicate : 牙齒  map[key]= teeth  value= tooth
Duplicate : 內  map[key]= within  value= inner
Duplicate : 賺  map[key]= earned  value= earn
Duplicate : 處理  map[key]= handle  value= dealt
Duplicate : 靈魂  map[key]= soul  value= souls
Duplicate : 尼基  map[key]= niki  value= nicky
Duplicate : 通知  map[key]= notice  value= informed
Duplicate : 神  map[key]= god  value= gods
Duplicate : 香煙  map[key]= cigarette  value= cigarettes
Duplicate : 祝福  map[key]= wishes  value= blessing
Duplicate : 上  map[key]= upon  value= upper
Duplicate : 瑪吉  map[key]= maggie  value= marge
Duplicate : 喜歡  map[key]= liked  value= fond
Duplicate : 珍妮  map[key]= jenny  value= janine
Duplicate : 魅力  map[key]= charm  value= enchantment
Duplicate : 黃油  map[key]= butter  value= butters
Duplicate : 羅馬  map[key]= roman  value= rome
Duplicate : 申請  map[key]= apply  value= filed
Duplicate : 情緒  map[key]= mood  value= emotionally
Duplicate : 條件  map[key]= condition  value= conditions
Duplicate : 呃  map[key]= uh  value= uhm
Duplicate : 技巧  map[key]= tricks  value= tips
Duplicate : 很好  map[key]= well  value= nicely
Duplicate : 藏  map[key]= hiding  value= hid
Duplicate : 設計  map[key]= design  value= designs
Duplicate : 不幸  map[key]= unfortunately  value= unfortunate
Duplicate : 祈禱  map[key]= pray  value= prayers
Duplicate : 誓言  map[key]= vows  value= oath
Duplicate : 確認  map[key]= confirm  value= confirmed
Duplicate : 回憶  map[key]= memories  value= remembers
Duplicate : 出現  map[key]= appear  value= appearance
Duplicate : 凝視  map[key]= staring  value= stare
Duplicate : 哈  map[key]= ha  value= aha
Duplicate : 細胞  map[key]= cell  value= cells
Duplicate : 環境  map[key]= setting  value= environment
Duplicate : 小  map[key]= little  value= smaller
Duplicate : 傑西  map[key]= jesse  value= jessie
Duplicate : 正確  map[key]= correct  value= properly
Duplicate : 決定  map[key]= decided  value= decides
Duplicate : 取消  map[key]= cancel  value= canceled
Duplicate : 到達  map[key]= reach  value= reaching
Duplicate : 穿著  map[key]= wearing  value= wears
Duplicate : 意外  map[key]= crash  value= unexpected
Duplicate : 系統  map[key]= system  value= systems
Duplicate : 存在  map[key]= being  value= existence
Duplicate : 煩惱  map[key]= upset  value= troubles
Duplicate : 建議  map[key]= suggest  value= proposed
Duplicate : 喜愛  map[key]= loved  value= favourite
Duplicate : 吃  map[key]= eat  value= eats
Duplicate : 驅動  map[key]= driving  value= driven
Duplicate : 計算機  map[key]= computer  value= computers
Duplicate : 密封  map[key]= sealed  value= seal
Duplicate : 憤怒  map[key]= angry  value= rage
Duplicate : 原因  map[key]= reason  value= causes
Duplicate : 秘密  map[key]= secret  value= undercover
Duplicate : 壞  map[key]= bad  value= spoiled
Duplicate : 破壞  map[key]= destroy  value= destroying
Duplicate : 副  map[key]= vice  value= deputy
Duplicate : 服裝  map[key]= dress  value= clothing
Duplicate : 三明治  map[key]= sandwich  value= sandwiches
Duplicate : 板  map[key]= board  value= plates
Duplicate : 奇蹟  map[key]= miracle  value= miracles
Duplicate : 喝  map[key]= drink  value= drank
Duplicate : 相反  map[key]= opposite  value= contrary
Duplicate : 洗  map[key]= wash  value= washed
Duplicate : 解決  map[key]= settle  value= solved
Duplicate : 原諒  map[key]= forgive  value= forgiven
Duplicate : 彎  map[key]= bend  value= bent
Duplicate : 熟  map[key]= familiar  value= cooked
Duplicate : 下面  map[key]= below  value= beneath
Duplicate : 年齡  map[key]= age  value= ages
Duplicate : 恐懼  map[key]= fear  value= fears
Duplicate : 腳本  map[key]= script  value= scenario
Duplicate : 教堂  map[key]= church  value= chapel
Duplicate : 玩具  map[key]= toy  value= teddy
Duplicate : 限制  map[key]= limit  value= restraining
Duplicate : 正式  map[key]= officially  value= formal
Duplicate : 射擊  map[key]= shoot  value= firing
Duplicate : 不久  map[key]= soon  value= shortly
Duplicate : 小姐  map[key]= waitress  value= missy
Duplicate : 鑽石  map[key]= diamond  value= diamonds
Duplicate : 忠誠  map[key]= loyal  value= devoted
Duplicate : 店  map[key]= store  value= stores
Duplicate : 預訂  map[key]= booked  value= reservations
Duplicate : 傷口  map[key]= wound  value= wounds
Duplicate : 流  map[key]= ow  value= flow
Duplicate : 父親  map[key]= father  value= fathers
Duplicate : 無論如何  map[key]= anyway  value= anyhow
Duplicate : 撕裂  map[key]= torn  value= tearing
Duplicate : 發送  map[key]= send  value= sends
Duplicate : 羅  map[key]= nah  value= lo
Duplicate : 笑  map[key]= laugh  value= laughed
Duplicate : 地毯  map[key]= rug  value= carpet
Duplicate : 安妮  map[key]= annie  value= anne
Duplicate : 完成  map[key]= complete  value= accomplish
Duplicate : 醒來  map[key]= wake  value= wakes
Duplicate : 預訂  map[key]= booked  value= reservation
Duplicate : 碼  map[key]= yard  value= yards
Duplicate : 閣樓  map[key]= attic  value= loft
